Record Id,Created Time,Account Owner.id,Account Owner,Account Name,Phone,Parent Account.id,Parent Account,Website,Account Type,SIC Code,Created By.id,Created By,Modified By.id,Modified By,Modified Time,Last Activity Time,Billing Street,Shipping Street,Billing City,Shipping City,Billing State,Shipping State,Billing Code,Shipping Code,Description,Tag,Account Segment,Account Currency,Customer Status,Switchboard Phone,VAT Number,Billing Country-,Shipping Country-,TTL Relationship Owner,Account Number-,Territories,Change Log Time,Market Segments,Locked,Last Enriched Time,Enrich Status,Lead Tag,Connected To.module,Connected To.id
A066,2025-01-10 08:00:00,AO1,Alice Johnson,Aquapure Incorporated,555-0328,,,www.aquapureincorporated.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Star City,Star City,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A041,2025-01-10 08:00:00,AO1,Alice Johnson,BlueRiver,555-0377,,,www.blueriver.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Gotham,Gotham,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
DUPA025,2025-01-10 08:00:00,AO1,Alice Johnson,BlueRiverx,555-0391,,,www-blueriver.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Star City,Star City,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
DUPA005,2025-01-10 08:00:00,AO1,Alice Johnson,WaaterWorks,555-0377,,,www-waterworks.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Central City,Central City,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A014,2025-01-10 08:00:00,AO1,Alice Johnson,Aquapure Incorporated,555-0311,,,www.aquapureincorporated.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Metropolis,Metropolis,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A005,2025-01-10 08:00:00,AO1,Alice Johnson,HydroTech,555-0316,,,www.hydrotech.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Star City,Star City,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
DUPA013,2025-01-10 08:00:00,AO1,Alice Johnson,EcoFlows,555-0374,,,www-ecoflow.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Central City,Central City,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A042,2025-01-10 08:00:00,AO1,Alice Johnson,HydroTech,555-0353,,,www.hydrotech.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Star City,Star City,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A022,2025-01-10 08:00:00,AO1,Alice Johnson,HydroTech,555-0321,,,www.hydrotech.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Gotham,Gotham,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A027,2025-01-10 08:00:00,AO1,Alice Johnson,BlueRiver,555-0393,,,www.blueriver.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Central City,Central City,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A034,2025-01-10 08:00:00,AO1,Alice Johnson,BlueRiver,555-0330,,,www.blueriver.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Central City,Central City,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A050,2025-01-10 08:00:00,AO1,Alice Johnson,Aquapure Incorporated,555-0345,,,www.aquapureincorporated.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Gotham,Gotham,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A018,2025-01-10 08:00:00,AO1,Alice Johnson,WaterWorks,555-0366,,,www.waterworks.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Gotham,Gotham,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
DUPA004,2025-01-10 08:00:00,AO1,Alice Johnson,BlueRivers,555-0373,,,www-blueriver.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Central City,Central City,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A024,2025-01-10 08:00:00,AO1,Alice Johnson,EcoFlow,555-0351,,,www.ecoflow.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Gotham,Gotham,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A020,2025-01-10 08:00:00,AO1,Alice Johnson,Aquapure Incorporated,555-0318,,,www.aquapureincorporated.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Metropolis,Metropolis,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A031,2025-01-10 08:00:00,AO1,Alice Johnson,EcoFlow,555-0376,,,www.ecoflow.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Central City,Central City,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A047,2025-01-10 08:00:00,AO1,Alice Johnson,ClearFlow,555-0353,,,www.clearflow.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Gotham,Gotham,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A056,2025-01-10 08:00:00,AO1,Alice Johnson,WaterWorks,555-0380,,,www.waterworks.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Metropolis,Metropolis,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A013,2025-01-10 08:00:00,AO1,Alice Johnson,BlueRiver,555-0339,,,www.blueriver.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Star City,Star City,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A025,2025-01-10 08:00:00,AO1,Alice Johnson,HydroTech,555-0372,,,www.hydrotech.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Gotham,Gotham,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
DUPA001,2025-01-10 08:00:00,AO1,Alice Johnson,Aquaapure Incorporaated,555-0311,,,www-aquapureincorporated.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Metropolis,Metropolis,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
DUPA008,2025-01-10 08:00:00,AO1,Alice Johnson,WaterWoorks,555-0379,,,www-waterworks.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Metropolis,Metropolis,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A053,2025-01-10 08:00:00,AO1,Alice Johnson,AquaPure Inc,555-0372,,,www.aquapureinc.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Gotham,Gotham,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A040,2025-01-10 08:00:00,AO1,Alice Johnson,H2O Solutions,555-0365,,,www.h2osolutions.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Star City,Star City,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A015,2025-01-10 08:00:00,AO1,Alice Johnson,HydroTech,555-0375,,,www.hydrotech.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Central City,Central City,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A004,2025-01-10 08:00:00,AO1,Alice Johnson,Aquapure Incorporated,555-0368,,,www.aquapureincorporated.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Central City,Central City,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A012,2025-01-10 08:00:00,AO1,Alice Johnson,Aquapure Incorporated,555-0391,,,www.aquapureincorporated.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Star City,Star City,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
DUPA029,2025-01-10 08:00:00,AO1,Alice Johnson,H2O Soolutioons,555-0384,,,www-h2osolutions.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Gotham,Gotham,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
DUPA002,2025-01-10 08:00:00,AO1,Alice Johnson,WaaterWorks,555-0331,,,www-waterworks.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Gotham,Gotham,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A068,2025-01-10 08:00:00,AO1,Alice Johnson,WaterWorks,555-0365,,,www.waterworks.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Metropolis,Metropolis,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A009,2025-01-10 08:00:00,AO1,Alice Johnson,ClearFlow,555-0398,,,www.clearflow.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Star City,Star City,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
DUPA027,2025-01-10 08:00:00,AO1,Alice Johnson,Aquapure Incoorpoorated,555-0338,,,www-aquapureincorporated.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Star City,Star City,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A037,2025-01-10 08:00:00,AO1,Alice Johnson,HydroTech,555-0367,,,www.hydrotech.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Gotham,Gotham,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A029,2025-01-10 08:00:00,AO1,Alice Johnson,H2O Solutions,555-0315,,,www.h2osolutions.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Star City,Star City,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
DUPA026,2025-01-10 08:00:00,AO1,Alice Johnson,BlueRivers,555-0377,,,www-blueriver.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Gotham,Gotham,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A067,2025-01-10 08:00:00,AO1,Alice Johnson,BlueRiver,555-0353,,,www.blueriver.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Gotham,Gotham,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
DUPA019,2025-01-10 08:00:00,AO1,Alice Johnson,Aquaapure Incorporaated,555-0334,,,www-aquapureincorporated.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Central City,Central City,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
DUPA016,2025-01-10 08:00:00,AO1,Alice Johnson,HydroTechs,555-0324,,,www-hydrotech.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Metropolis,Metropolis,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
DUPA010,2025-01-10 08:00:00,AO1,Alice Johnson,H2O Solutionss,555-0313,,,www-h2osolutions.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Central City,Central City,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A055,2025-01-10 08:00:00,AO1,Alice Johnson,Aquapure Incorporated,555-0338,,,www.aquapureincorporated.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Star City,Star City,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A052,2025-01-10 08:00:00,AO1,Alice Johnson,WaterWorks,555-0340,,,www.waterworks.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Gotham,Gotham,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A049,2025-01-10 08:00:00,AO1,Alice Johnson,HydroTech,555-0355,,,www.hydrotech.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Gotham,Gotham,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
DUPA020,2025-01-10 08:00:00,AO1,Alice Johnson,WaaterWorks,555-0374,,,www-waterworks.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Star City,Star City,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A035,2025-01-10 08:00:00,AO1,Alice Johnson,BlueRiver,555-0333,,,www.blueriver.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Gotham,Gotham,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A019,2025-01-10 08:00:00,AO1,Alice Johnson,H2O Solutions,555-0384,,,www.h2osolutions.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Gotham,Gotham,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
DUPA006,2025-01-10 08:00:00,AO1,Alice Johnson,HydroTechs,555-0321,,,www-hydrotech.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Gotham,Gotham,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A061,2025-01-10 08:00:00,AO1,Alice Johnson,HydroTech,555-0324,,,www.hydrotech.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Metropolis,Metropolis,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A010,2025-01-10 08:00:00,AO1,Alice Johnson,HydroTech,555-0352,,,www.hydrotech.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Metropolis,Metropolis,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
