Record Id,Created Time,Account Owner.id,Account Owner,Account Name,Phone,Parent Account.id,Parent Account,Website,Account Type,SIC Code,Created By.id,Created By,Modified By.id,Modified By,Modified Time,Last Activity Time,Billing Street,Shipping Street,Billing City,Shipping City,Billing State,Shipping State,Billing Code,Shipping Code,Description,Tag,Account Segment,Account Currency,Customer Status,Switchboard Phone,VAT Number,Billing Country-,Shipping Country-,TTL Relationship Owner,Account Number-,Territories,Change Log Time,Market Segments,Locked,Last Enriched Time,Enrich Status,Lead Tag,Connected To.module,Connected To.id
A064,2025-01-10 08:00:00,AO1,Alice Johnson,Aquapure Incorporated,555-0339,,,www.aquapureincorporated.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Star City,Star City,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
DUPA003,2025-01-10 08:00:00,AO1,Alice Johnson,Aquapure Incoorpoorated,555-0328,,,www-aquapureincorporated.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Star City,Star City,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A048,2025-01-10 08:00:00,AO1,Alice Johnson,ClearFlow,555-0343,,,www.clearflow.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Central City,Central City,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
DUPA007,2025-01-10 08:00:00,AO1,Alice Johnson,CleaarFlow,555-0312,,,www-clearflow.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Central City,Central City,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
DUPA015,2025-01-10 08:00:00,AO1,Alice Johnson,BlueRiverx,555-0345,,,www-blueriver.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Central City,Central City,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A054,2025-01-10 08:00:00,AO1,Alice Johnson,WaterWorks,555-0374,,,www.waterworks.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Star City,Star City,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A002,2025-01-10 08:00:00,AO1,Alice Johnson,Aquapure Incorporated,555-0346,,,www.aquapureincorporated.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Star City,Star City,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A033,2025-01-10 08:00:00,AO1,Alice Johnson,H2O Solutions,555-0371,,,www.h2osolutions.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Metropolis,Metropolis,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A003,2025-01-10 08:00:00,AO1,Alice Johnson,WaterWorks,555-0331,,,www.waterworks.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Gotham,Gotham,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A046,2025-01-10 08:00:00,AO1,Alice Johnson,EcoFlow,555-0374,,,www.ecoflow.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Central City,Central City,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A006,2025-01-10 08:00:00,AO1,Alice Johnson,EcoFlow,555-0384,,,www.ecoflow.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Star City,Star City,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
DUPA022,2025-01-10 08:00:00,AO1,Alice Johnson,BlueRivers,555-0333,,,www-blueriver.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Gotham,Gotham,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A001,2025-01-10 08:00:00,AO1,Alice Johnson,BlueRiver,555-0391,,,www.blueriver.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Star City,Star City,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
DUPA012,2025-01-10 08:00:00,AO1,Alice Johnson,EcoFlows,555-0374,,,www-ecoflow.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Central City,Central City,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A045,2025-01-10 08:00:00,AO1,Alice Johnson,BlueRiver,555-0340,,,www.blueriver.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Central City,Central City,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A036,2025-01-10 08:00:00,AO1,Alice Johnson,AquaPure Inc,555-0386,,,www.aquapureinc.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Star City,Star City,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
DUPA018,2025-01-10 08:00:00,AO1,Alice Johnson,H2O Soolutioons,555-0338,,,www-h2osolutions.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Star City,Star City,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
DUPA024,2025-01-10 08:00:00,AO1,Alice Johnson,BlueRivers,555-0339,,,www-blueriver.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Star City,Star City,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A051,2025-01-10 08:00:00,AO1,Alice Johnson,H2O Solutions,555-0313,,,www.h2osolutions.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Central City,Central City,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
DUPA030,2025-01-10 08:00:00,AO1,Alice Johnson,BlueRivers,555-0330,,,www-blueriver.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Central City,Central City,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A039,2025-01-10 08:00:00,AO1,Alice Johnson,AquaPure Inc,555-0347,,,www.aquapureinc.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Metropolis,Metropolis,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A060,2025-01-10 08:00:00,AO1,Alice Johnson,Aquapure Incorporated,555-0351,,,www.aquapureincorporated.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Metropolis,Metropolis,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A070,2025-01-10 08:00:00,AO1,Alice Johnson,WaterWorks,555-0379,,,www.waterworks.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Metropolis,Metropolis,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A007,2025-01-10 08:00:00,AO1,Alice Johnson,HydroTech,555-0327,,,www.hydrotech.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Central City,Central City,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
DUPA028,2025-01-10 08:00:00,AO1,Alice Johnson,BlueRiverx,555-0373,,,www-blueriver.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Central City,Central City,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A044,2025-01-10 08:00:00,AO1,Alice Johnson,EcoFlow,555-0330,,,www.ecoflow.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Central City,Central City,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A038,2025-01-10 08:00:00,AO1,Alice Johnson,Aquapure Incorporated,555-0334,,,www.aquapureincorporated.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Central City,Central City,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A057,2025-01-10 08:00:00,AO1,Alice Johnson,Aquapure Incorporated,555-0313,,,www.aquapureincorporated.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Star City,Star City,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A032,2025-01-10 08:00:00,AO1,Alice Johnson,HydroTech,555-0356,,,www.hydrotech.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Gotham,Gotham,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A023,2025-01-10 08:00:00,AO1,Alice Johnson,BlueRiver,555-0345,,,www.blueriver.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Central City,Central City,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
DUPA009,2025-01-10 08:00:00,AO1,Alice Johnson,HydrooTech,555-0323,,,www-hydrotech.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Star City,Star City,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A058,2025-01-10 08:00:00,AO1,Alice Johnson,Aquapure Incorporated,555-0348,,,www.aquapureincorporated.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Star City,Star City,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
DUPA014,2025-01-10 08:00:00,AO1,Alice Johnson,HydrooTech,555-0316,,,www-hydrotech.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Star City,Star City,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A028,2025-01-10 08:00:00,AO1,Alice Johnson,HydroTech,555-0323,,,www.hydrotech.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Star City,Star City,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
DUPA011,2025-01-10 08:00:00,AO1,Alice Johnson,Aquaapure Incorporaated,555-0311,,,www-aquapureincorporated.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Metropolis,Metropolis,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A063,2025-01-10 08:00:00,AO1,Alice Johnson,HydroTech,555-0312,,,www.hydrotech.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Star City,Star City,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
DUPA023,2025-01-10 08:00:00,AO1,Alice Johnson,H2O Soolutioons,555-0313,,,www-h2osolutions.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Central City,Central City,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A017,2025-01-10 08:00:00,AO1,Alice Johnson,H2O Solutions,555-0349,,,www.h2osolutions.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Metropolis,Metropolis,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A011,2025-01-10 08:00:00,AO1,Alice Johnson,AquaPure Inc,555-0332,,,www.aquapureinc.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Gotham,Gotham,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A008,2025-01-10 08:00:00,AO1,Alice Johnson,BlueRiver,555-0373,,,www.blueriver.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Central City,Central City,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A059,2025-01-10 08:00:00,AO1,Alice Johnson,ClearFlow,555-0359,,,www.clearflow.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Gotham,Gotham,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A021,2025-01-10 08:00:00,AO1,Alice Johnson,ClearFlow,555-0312,,,www.clearflow.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Central City,Central City,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
DUPA021,2025-01-10 08:00:00,AO1,Alice Johnson,HydrooTech,555-0375,,,www-hydrotech.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Central City,Central City,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A065,2025-01-10 08:00:00,AO1,Alice Johnson,H2O Solutions,555-0338,,,www.h2osolutions.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Star City,Star City,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
DUPA017,2025-01-10 08:00:00,AO1,Alice Johnson,HydrooTech,555-0327,,,www-hydrotech.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Central City,Central City,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A043,2025-01-10 08:00:00,AO1,Alice Johnson,HydroTech,555-0395,,,www.hydrotech.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Star City,Star City,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A030,2025-01-10 08:00:00,AO1,Alice Johnson,AquaPure Inc,555-0348,,,www.aquapureinc.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Metropolis,Metropolis,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A069,2025-01-10 08:00:00,AO1,Alice Johnson,EcoFlow,555-0338,,,www.ecoflow.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Central City,Central City,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A016,2025-01-10 08:00:00,AO1,Alice Johnson,ClearFlow,555-0318,,,www.clearflow.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Star City,Star City,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A062,2025-01-10 08:00:00,AO1,Alice Johnson,WaterWorks,555-0377,,,www.waterworks.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Central City,Central City,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
A026,2025-01-10 08:00:00,AO1,Alice Johnson,Aquapure Incorporated,555-0325,,,www.aquapureincorporated.com,Customer,1234,C1,System,M1,System,2025-01-10 09:00:00,2025-01-10 08:30:00,123 Main St,123 Main St,Metropolis,Metropolis,NY,NY,10001,10001,Main AquaPure account,Priority,Enterprise,USD,Active,555-4001,VAT12345,USA,USA,Owner1,ACC123,North,2025-01-10 08:45:00,SegmentX,No,2025-01-10 09:00:00,Complete,TagA,ModuleY,CT001
